smiles
C1=CC(=CN=C1)C2C3=C(C(=O)N2CC4=CC=CO4)OC5=C(C3=O)C=C(C=C5)Cl
COC1=CC=CC(=C1)N2C(=O)C3=CC=CC=C3C(=N2)C(=O)NCC(=O)OC
COCCN(CC1=CC2=CC=CC=C2NC1=O)C(=O)C3=CC=CC=C3OC
COC1=CC=CC=C1NC(=O)COC2=CC=CC(=C2)N3C=NN=N3
COC1=CC=CC=C1CCN=C(N)NS(=O)(=O)C2=CC=CS2
COC1=CC(=CC(=C1OC)OC)C2=NC(=NO2)C3=CC=C(C=C3)NC(=O)C4=CC=C(O4)Br
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)N3C(=O)C4CCCCC4C3=O
C1CN(CC1C2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Cl
COC1=CC(=C(C=C1)OC)C(C2=NN=NN2CC3=CC=CC=C3)N4CCC(CC4)C(=O)N
CC1=CC=C(C=C1)S(=O)(=O)CN2C(=NN=N2)C(CC(C)C)N3CCN(CC3)C(=O)C4=CC=CO4.Cl
CCN(CC)S(=O)(=O)C1=CC=CC(=C1)NC(=O)C2C(=C(C(=NC3=C(C=C(C=C3)C)C)S2)C(=O)NC(C)COC)N
CC1=CC(=NO1)NC(=O)CSC2=C(NC3=CC=CC=C32)C
CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1
COC1=CC(=C(C=C1)N2C(=O)CC(C2=O)NC3=CC=C(C=C3)N4CCOCC4)OC
COC1=CC=CC=C1N2CC(CC2=O)C(=O)NC3=CC=CC(=C3)C(=O)O
COC1=CC=CC(=C1)C(C(=O)NC2CCCC2)N(CC3CCCO3)C(=O)CC4=CC=CS4
CC1=C2C(=CC=C1)C=C3C(=NN(C3=N2)C)NC(=O)CC(C)C
C1=CC=C(C=C1)C2=NN=C(O2)COC(=O)COC3=CC=C(C=C3)Br
CN1C2=C3C(=C(C=C2)S(=O)(=O)N4CCN(CC4)C5=CC=CC=C5OC)C=CC=C3C1=O
CS(=O)(=O)N1CCC(CC1)C(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F
C1=CC=C(C(=C1)CSC2=CC=CC=C2C3=NN=C(S3)NC(=O)NC4=CC=CC=C4F)F
CC1(C2=CC=CC=C2N(C13C=NC4=C(O3)C=C(C5=CC=CC=C54)N6CCOCC6)C)C
CC(C)C1=CC=C(C=C1)C(=O)N2CCN(CC2)CCO.Cl
CC(C)C(=O)NC1=NN(N=N1)C
COC1=CC=C(C=C1)C2=NC(=C(O2)NCCCN3CCOCC3)C#N
C1CC1(C(=O)N)NC(=O)[C@@H]2CC3(CC(=NO3)C4=CC(=CC=C4)NC(=O)C5=CC(=CC(=C5)[N+](=O)[O-])[N+](=O)[O-])CN2C(=O)C6=CC=CC=C6
CN(C)c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1
CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1
CCC1=CC=C(C=C1)NC(=O)N(CC2=CN=CC=C2)CC3=CC=CO3
CC(C)CC1=C(C=C(S1)NC(=O)C)NC(=O)C
CCN1C(=NN=C1SCC(=O)NC2=C(C=CC(=C2)OC)OC)COC3=CC=CC(=C3)OC
CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3=CC=CC(=C3)C4=CN5C=CC=NC5=N4
CC1=CC=C(C=C1)NC(=O)CSC2=NN=C(N2C)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4
C1=CC=C(C=C1)/C=C(/C2=NC3=CC=CC=C3C=C2)\C(=O)C(=O)O
C1COCCN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)NC(=S)NC3=CC=CC=C3
CC1=CC=CC=C1NC(=O)C2=C(C3=CC=CC=C3C(=O)O2)C4=CC=CC=C4
COC1=CC(=C(C=C1)OC)C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O
O=C(O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1
CN(CCO)c1ccc(/C=C/C2=C(C#N)C(C(C#N)C#N)OC2(C)C)cc1
C1COC(=O)C1SC2=NN=C(N2CC3=CC=CC=C3)C4=CC=CS4
COC1=CC=C(C=C1)N2C(=C(C3=CC=CC=C3C2=O)/C=N/N4C=NN=C4)O
C1=CC(=C(C=C1Cl)Cl)C(C#N)C2=NN=C(C=C2)Cl
COC(=O)C1CCN(CC1)CC2=CN(N=C2C3=CC4=C(C=C3)OCO4)C5=CC=CC=C5
CC1=CC=C(C=C1)CNC(=O)NC2=CC=CS2
CC(=O)OC1=CC=CC(=C1)/C=C\2/C(=O)N3C(=NC(=N3)C4=CC=CO4)S2
CC1=CC=C(C=C1)C2=NC(=NS2)NC(=O)CSC3=NC4=CC=CC=C4C(=C3)C
CN1CCC2=NC(=C(C=C2C1)C#N)SCCOC3=CC=CC=C3
C1OC2=C(O1)C=C(C=C2)CNC(=O)CSC3=NN=C(S3)NC(=O)C4=CC=CO4
C1=CC=C(C=C1)CCC2=NC3=CN=C(N=C3N(C2=O)CCC#N)NC4=CC=CC=C4
CC1=C(C=C(C=C1)NC(=O)CON2C3=C(C=CC(=C3)S(=O)(=O)N(C)C)N=N2)F
C1=CC=NC(=C1)NC(C2=CC=C(C=C2)C(F)(F)F)C3=C(C(=O)C=C(O3)CO)O
CCOC1=C(C=CC(=C1Cl)Cl)S(=O)(=O)N2CCCC2
CCN1C(=C2C=C(N(C(=C2)C)CCO)C)C(=O)SC1=S
C[Si]1(C2=CC(=[N+]3CCC3)C=CC2=C(C4=C1C=C(C=C4)N5CCC5)C6=C(C=CC(=C6)C(=O)NCC7=CC=C(C=C7)C8=NN=CN=N8)C(=O)[O-])C  
CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)OCC(=O)NCC3=CC=CO3
CC1(OC(=O)C(=CNCC(=O)NCC(=O)O)C(=O)O1)C
CC(C(=O)N1CC(CC1C(=O)O)O)NC(=O)OCC2=CC=CC=C2
CCCCC(=O)NC1(C2=C(NC1=O)N(C(=O)NC2=O)CC3=CC=CO3)C(F)(F)F
CCN(CC)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3[nH]2)c(O)c1
CCOC(=O)C1=C(OC2=C1C(=C(C=C2)O)CN3CCN(CC3)C)C4=CC=CC=C4
CS(=O)(=O)N(CCC1=CC=CC=C1)CC(=O)NCC2=CC=NC=C2
