PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,SampleRatio,PlateCutoff
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Ratio of median channel fluorescence of test sample to DMSO control,Average plus five standard deviations of the SampleRatios on a particular assay plate
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10,
661,26663022,4891990,CNC(=S)N1CCC2=CC(=C(C=C2C1)OC)OC,Inactive,0,,,108.28,205
662,26660779,2449277,C1C(=O)N(C(=O)S1)CCNC(=O)COC(=O)C2=C(C=C(C=C2)Cl)O,Inactive,0,,,108.28,205
663,17433156,5553201,CC1=CC(=NC(=N1)N/C(=N\S(=O)(=O)CC2=CC=CC=C2)/NC3=CC=CC=C3Br)C,Inactive,0,,,108.28,205
664,7970217,4145817,CN1C2=C(C(=O)NC1=O)N(C(=N2)CN3CCOCC3)CC(=O)OC,Inactive,0,,,108.28,205
665,26664317,235837,C1CCC(CC1)NC(=O)C2=CC3=CC=CC=C3C=C2O,Inactive,0,,,98.59,205
666,26668538,2218973,C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=NN=C(N3C4=CC=CC=C4)CC5=CC=CS5,Inactive,0,,,126.06,205
667,51089733,12627143,CC1=CC=C(C=C1)C2=CC(=[N+](C(=C2)C3=CC=C(C=C3)C)C4=CC=CC=C4)C5=CC=C(C=C5)C.[O-]Cl(=O)(=O)=O,Inactive,0,,,105.05,205
668,4251480,3245159,CC1=CC2=C(C=C1)N(C3C2CN(CC3)C)C(=O)C4=CC=C(O4)Br,Inactive,0,,,111.52,205
669,22409753,3517787,C1CCN(CC1)C2=CC3=CC(=C(C#N)C#N)CCC3CC2,Inactive,0,,,179.39,205
670,22410085,2365237,CCOC1=C(C=CC=N1)C(=O)OCC2=CC=C(C=C2)C(=O)OC,Inactive,0,,,117.98,205
671,49647168,24747653,CCCCCCCCCCOC(=O)CN1C2=CC=CC=C2[N+](=C1COC3=CC=C(C=C3)Cl)C.[Cl-],Inactive,0,,,114.75,205
672,22411854,852311,CCSC1=NC(=NC(=C1)N2CCCC2)C3=CC=C(C=C3)C,Inactive,0,,,109.9,205
673,4258250,2215370,CC1=NN=C(S1)SCC(=O)NC2=NSC(=N2)C3=CC=C(C=C3)OC,Inactive,0,,,100.2,205
674,22409902,3500370,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)S(=O)(=O)N(C)C3=CC=CC=C3)S(=O)(=O)N4CCOCC4,Inactive,0,,,106.67,205
675,49822805,7284810,CC(=O)N/C(=C\C1=CC=CC=C1)/C(=O)OCC2=CC=CC=C2,Inactive,0,,,96.97,205
676,22411839,848611,CC(C)(C)N(C(=O)C1=CC=CC=C1OC)NC(=O)OC2=CC=CC=C2,Inactive,0,,,98.59,205
677,49646343,8035007,CCN1C(=O)C2=CC=CC=C2N(C1=O)CC3=CC=C(C=C3)[N+](=O)[O-],Inactive,0,,,96.97,205
678,17505918,1989175,C1CCC2=NC3=C(C=C2C1)C(=O)N(C(=N3)SCC(=O)NC4=CC=CC5=CC=CC=C54)C6=CC=CC=C6,Inactive,0,,,95.35,205
679,87337200,2321187,C1=CC(=CC=C1/C=C\2/C(=O)N(C(=S)S2)NC3=C(C=C(C=N3)C(F)(F)F)Cl)F,Inactive,0,,,100.2,205
680,24788071,135418692,CC1=CC(=C(C=C1)C)NC(=O)CCC(=O)N/N=C/C2=C(C=CC(=C2)[N+](=O)[O-])O,Inactive,0,,,103.43,205
681,49728417,3205004,CC(C)(C)NC(=O)C(C1=CC=C(C=C1)F)N(C2CCCC2)C(=O)CCC(=O)NC3=CC=CC=N3,Inactive,0,,,103.43,205
682,863143,664380,COC1=CC=CC=C1C2=NC(=C(O2)N3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)C#N,Inactive,0,,,100.2,205
683,26730900,2823210,CC1=CC=CC=C1N2C3=C(C(=O)N(C2=O)CC4=CC=C(C=C4)OC)NC=N3,Inactive,0,,,100.2,205
684,24784705,5052359,CC1=CC=C(C=C1)S(=O)(=O)N2C(CC(=N2)C3=CC=CC=C3)C4=C(C(=CC=C4)OC)OC,Inactive,0,,,105.05,205
685,26724935,3239419,CC1=CC(=C(C=C1)NC(=O)C2=C(NC3=NC=NN3C2C4=CC(=C(C=C4OC)OC)OC)C)C,Inactive,0,,,98.59,205
686,17516522,5811938,C1=CC=C2C(=C1)N=C(S2)/C(=C\3/C4=C(C=CC(=C4)F)NC3=O)/C#N,Inactive,0,,,103.43,205
687,47199441,2849052,C1CN(CC2=CC=CC=C21)C3=NC=C(C=C3)[N+](=O)[O-],Inactive,0,,,109.9,205
688,4261375,2174924,CCCCOC1=CC=C(C=C1)NC2=NC3(CCCC3)N=C(N2)N,Inactive,0,,,101.82,205
689,24824798,2766662,C1=CC=C(C=C1)C2=CNN(C2=O)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,98.59,205
690,49720976,24791531,COC1=CC(=C(C=C1)OC)NC(=O)NNC(=O)C2=CC3=C(N2)C=CO3,Inactive,0,,,100.2,205
691,49671623,2809371,CCOC1=CC=CC=C1NC(=S)NC2CC3CCC2C3,Inactive,0,,,101.82,205
692,4259600,2056596,CCN1C(=C(C=N1)Br)C(=O)NC2=C(C3=C(S2)CCC3)C(=O)N,Inactive,0,,,168.08,205
693,24819148,1478409,C1=C(C=NC(=N1)NN)C#N,Inactive,0,,,106.67,205
694,17513616,4371747,CC1CCC2=C(C1)SC=C2C(=O)NC3=CC=C(C=C3)OC(F)(F)F,Inactive,0,,,98.59,205
695,4257456,1248897,C1=COC(=C1)CN2C(=NN=C2SCC(=O)NC3=CC=C(C=C3)Br)CC4=CC=CS4,Inactive,0,,,75.96,205
696,17504218,9710903,C/C(=N\NC(=O)C1=C(C=CC(=C1)Cl)O)/C2=CC=C(S2)Br,Inactive,0,,,95.35,205
697,26664637,265940,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)NC3=CC4=C(C=C3)C=NN4,Inactive,0,,,96.97,205
698,17507737,1049989,CCOC(=O)CC1=CC(=NC2=C1C3=CC=CC=C3C=C2)C4=CC=C(C=C4)OC,Inactive,0,,,90.51,205
699,17507032,589876,CC1(C(N(C(=S)S1)C2=CC=CC=C2)N(C(=O)NC)O)C,Inactive,0,,,98.59,205
700,863568,664819,COC1=CC=C(C=C1)C2=NC(=C(C=C2)C3=NOC(=N3)C4=CC=CC=C4OC)OC,Inactive,0,,,98.59,205
701,49679532,2944992,C1=CC(=CC(=C1)NC2=C(C=NC=C2)[N+](=O)[O-])C(=O)O,Inactive,0,,,95.35,205
702,49726101,135418130,C1CN(CCC1C2=NC3=C(C(=O)N2)N=NN3CC4=CC(=CC=C4)F)S(=O)(=O)C5=CC=CC=C5C(F)(F)F,Inactive,0,,,100.2,205
703,49732786,2841404,COC1=CC=CC=C1N=NC2=C(NC3=C2C=C(C=C3)Br)O,Inactive,0,,,106.67,205
704,24826354,2409521,CC1=CC=NC2=NC(=NN12)C(=O)NC3=NC(=C(S3)C)C4=CC=C(C=C4)OC,Inactive,0,,,95.35,205
705,47201610,885889,C1=CC=C(C=C1)CCCC(=O)NC2=CC(=CC=C2)[N+](=O)[O-],Inactive,0,,,100.2,205
706,17512925,135517109,CCCCC(CC)CN1C(=C(SC1=S)/C=C/2\C=NN=C2C3=CC=CC=C3)O,Inactive,0,,,101.82,205
707,24809127,16192949,CN(C)CCCN(C1=NC(=CS1)CC(=O)NC2=CC=C(C=C2)Cl)C(=O)COC3=CC=CC=C3.Cl,Inactive,0,,,98.59,205
708,22413576,15945716,CC1CC(=O)NN=C1C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3OC,Inactive,0,,,98.59,205
709,22415153,2928375,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC(=S)NC3CCS(=O)(=O)C3,Inactive,0,,,92.12,205
710,4249185,3243172,C1COCCN1C2C(=O)NC3=C(S2)C=CC(=C3)C(=O)N4CCOCC4,Inactive,0,,,95.35,205
711,856726,573747,C1=CSC(=C1)C(=O)C2=NO[N+](=C2C(=O)C3=CC=CS3)[O-],Inactive,0,,,106.67,205
712,17412243,1105630,COC1=CC(=C(C=C1)OC)NC2=NC3=NON=C3N=C2N4CCCCC4,Inactive,0,,,90.51,205
713,85272387,44246560,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=CC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=CC=C4)[C@H](C)CO,Inactive,0,,,100.2,205
714,22414526,852686,CC1=CC=C(C=C1)NC(=S)NN(C)C2=NC(=CN=C2C)C,Inactive,0,,,88.89,205
715,26670063,16682619,CCCCN1[C@@H](CN=C1N)CC2=CC=C(C=C2)O,Inactive,0,,,98.59,205
716,22413345,831954,CC1=NN(C=C1C(=O)NC2=CC=CC=C2Br)C,Inactive,0,,,85.66,205
717,17403649,5759067,C1CC(OC1)CN2C(=O)/C(=C\C3=CC=C(O3)C4=CC=CC=C4Cl)/SC2=S,Inactive,0,,,100.2,205
718,22414149,5410849,CCN1C(=C(C=N1)/C=N\NC(=O)COC2=CC(=CC(=C2)C)C)C,Inactive,0,,,101.82,205
719,26670122,2098048,CN1C2=C(C=C(C=N2)C(=O)C3=C(C(=CC(=C3)Cl)Cl)O)C(=C(C1=O)C#N)C4=CC=C(C=C4)F,Inactive,0,,,92.12,205
720,22405279,982971,CCC1=CC=CC(=C1NC(=O)C2=CC=C(C=C2)CN3CCC4=CC=CC=C4C3)C,Inactive,0,,,116.36,205
721,89854169,77917,CC1=C2C=CN=CC2=CC3=C1NC4=CC=CC=C43,Inactive,0,,,93.74,205
722,17506695,1011083,C1CN(CCN1C2=CC=CC=C2F)C(=O)C3=C(C4=CC=CC=C4S3)Cl,Inactive,0,,,98.59,205
723,14726392,5734118,COC(=O)C1=CC=C(C=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3S2,Inactive,0,,,101.82,205
724,14730853,5424411,CC1=CC(=NC(=N1)N/N=C(\C)/C=C/C2=CC=CC=C2)C,Inactive,0,,,100.2,205
725,22415415,800443,CC(=O)NC1=CC=C(C=C1)C(=O)OCC(=O)C2=CC=C(C=C2)F,Inactive,0,,,96.97,205
726,22413819,9585600,C/C(=N\NC(=O)C1=CC(=CC=C1)Cl)/C2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,92.12,205
727,49733423,3216576,CC1=CC(=NO1)NC(=O)CCC(=O)N(CCOC)C(C2=CC=C(C=C2)OC)C(=O)NC(C)(C)C,Inactive,0,,,98.59,205
728,17511006,4449930,CCOC(=O)C1=CC=CC=C1NC(=O)C2=CN(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)OC,Inactive,0,,,93.74,205
729,14730163,2768851,C1CC2=C(C1)NN=C2C3=CC(=C(C=C3)Cl)Cl,Inactive,0,,,93.74,205
730,22415919,5407902,CN1CCN(CC1)C(=O)/C(=C\C2=CC=CS2)/NC(=O)C3=CC=CO3,Inactive,0,,,101.82,205
731,24807822,9585690,C/C(=N\NC1=NC(=CC(=N1)Cl)N)/C2=CC=C(C=C2)F,Inactive,0,,,100.2,205
732,17517285,2082437,CN(CC1=CC=CC=C1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)NCC3=CC4=C(C=C3)OCO4)OC,Inactive,0,,,98.59,205
733,47196859,23723285,CC1=CC=C(C=C1)CNC(=O)C2=CC(=NN2CC3CC(=NO3)C4=CN=CC=C4)C5=CC=CC=C5,Inactive,0,,,101.82,205
734,22406627,2080976,CC1=CC=C(C=C1)N2C(=C(C(=N2)C)NC(=O)CCl)C,Inactive,0,,,98.59,205
735,47204439,23724416,C[N+]1=CC=C(C=C1)/C=C/C2=CN(C3=CC=CC=C32)CC=C.[I-],Active,84,,,289.29,205
736,49719488,20938488,CCOC(=O)C1=C(NC(=C1S(=O)(=O)NCC2=CC=CC=C2C)C)C,Inactive,0,,,105.05,205
737,49679278,2173774,CC1=CC2=C(C=C1C)N3C(=O)/C(=C\C4=CC=C(O4)C5=CC=CC=C5C(=O)O)/SC3=N2,Inactive,0,,,132.53,205
738,17510199,21157241,CC1=CC=C(C=C1)C(=O)/C=C/2\NC(=O)/C(=C/C3=C(C=C(C=C3)OC)OC)/S2,Inactive,0,,,108.28,205
739,17408695,5752007,CN(C)C1=CC=C(C=C1)/C=C/C=C/2\C(=O)N(C(=S)S2)C3=CC=CC=C3,Active,100,,,2068.69,205
740,26726581,2814373,CC1=C(SN=N1)C2=NN=C(N2C3CC3)SCC(=O)C4=CC=C(C=C4)C#N,Inactive,0,,,106.67,205
741,51089110,18575111,C1COCCN1C2=NN=C(C=C2)C3=CC=C(C=C3)NS(=O)(=O)C4=CC(=C(C=C4)Cl)Cl,Inactive,0,,,101.82,205
742,17432749,5732885,CCCCOC1=CC=C(C=C1)C(=O)N/C(=C\C2=CC=C(C=C2)[N+](=O)[O-])/C(=O)OCC3=CC=CO3,Inactive,0,,,155.15,205
743,4265586,2234075,C1=CC=C(C=C1)COC(=O)C2=CC=C(O2)Br,Inactive,0,,,100.2,205
744,26660056,1939154,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=C(N(C4=NC5=CC=CC=C5N=C34)C6=CC=C(C=C6)OC)N,Inactive,0,,,109.9,205
745,51087615,7422978,C1=CC=C2C(=C1)C(=O)N(S2(=O)=O)CC(=O)NC3=NOC=C3,Inactive,0,,,100.2,205
746,17415700,2299056,C1=CC=C(C(=C1)C(=O)NC2=CC=CC=C2Cl)OC3=C(C=C(C=C3)C(F)(F)F)[N+](=O)[O-],Inactive,0,,,106.67,205
747,57262914,2326614,C1COCCN1CCCNC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCOCC3,Inactive,0,,,103.43,205
748,7970907,4102671,COC1=C(C=C(C=C1)N)C#N,Inactive,0,,,100.2,205
749,56321322,24981552,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(O2)C3=CC=C(C=C3)Cl,Inactive,0,,,108.28,205
750,17413710,1509704,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CN3C=CC(=N3)[N+](=O)[O-],Inactive,0,,,105.05,205
751,17388145,3189726,CC1CC2=CC=CC=C2N1C(=O)CSC3=NC4=C(C=C(C=C4)C)C=C3C,Inactive,0,,,103.43,205
752,17413739,5341736,CC1=CC2=C(C=C1)N=C(N2)/C(=C\C3=CC=C(O3)[N+](=O)[O-])/C#N,Active,100,,,1684.04,205
753,85272576,44246690,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC(C)C)O[C@@H]1CN(C)S(=O)(=O)C3=CC=C(C=C3)F)[C@H](C)CO,Inactive,0,,,111.52,205
754,24833253,3454338,CCOC(=O)C1=C(SC2=C1CCC(C2)C)NC(=O)CN3C(=O)C4=CC=CC=C4C(=N3)C(=O)O,Inactive,0,,,106.67,205
755,26729830,2816455,C1CN2C3=C1C=CC=C3C(=C(C2=O)C4=CC=CC=C4)OC(=O)C5=CC(=CC=C5)[N+](=O)[O-],Inactive,0,,,101.82,205
756,24785678,16002593,CCC1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3N(C2=O)CC(=O)NCC4=CC=CO4,Inactive,0,,,101.82,205
757,56322119,16284844,C1CN(CCN1C(=O)COC(=O)CC2=CC=C(C=C2)F)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,105.05,205
758,85201173,44202257,CN(C)CCOC1=CC=C(C=C1)C2=C(SC3=C2C=C(C=C3)OC)C4=CC(=CC=C4)OC,Inactive,0,,,108.28,205
759,14733313,3695829,C1CN(CCN1CC(=O)N2CCN(CC2)C3=C(C=C(C=N3)C(F)(F)F)Cl)C4=C(C=C(C=N4)C(F)(F)F)Cl,Inactive,0,,,106.67,205
760,85201177,44202261,COC1=CC2=C(C=C1)SC(=C2C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5OC,Inactive,0,,,111.52,205
761,87344036,5308194,CCOC1=CC=C(C=C1)NC(=O)CSC2=NN=C(N2C3=CC=C(C=C3)F)CC4=CC=CN4C,Inactive,0,,,95.35,205
762,22409400,3498913,CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)COC(=O)CNC(=O)C3=CC=CC=C3,Inactive,0,,,101.82,205
763,87345167,9551235,CCOC1=CC(=C(C=C1)OCC)NS(=O)(=O)C2=CC3=C(C=C2)N(CC3)C(=O)C4CCC4,Inactive,0,,,108.28,205
764,17516591,6263418,CCOC(=O)C1C(CC(=CC1=O)/C=C/C2=CC=C(C=C2)N(C)C)C3=CC=CC=C3,Active,100,,,588.28,205
765,26668231,650319,CC1=CC(=NO1)NC(=O)CCC(=O)N(C(C)C)C(C2=C(C(=CC=C2)OC)OC)C(=O)NC(C)(C)C,Inactive,0,,,111.52,205
766,49667162,24761158,CC1=CC2=C(C=C1)NC(=C2/C=C/C3=CC=[N+](C=C3)C)C.[I-],Active,100,,,2172.12,205
767,24806660,3121369,C1CCN(C1)C2=NC(=NC(=C2)NNC(=O)C3=CC=C(C=C3)[N+](=O)[O-])N4CCCC4,Inactive,0,,,116.36,205
768,26665177,135493774,C1=CC=C2C(=C1)N=C(/C(=N\O)/S2)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,116.36,205
769,47194383,3816821,CC1=C(C(=CC=C1)C)NC(=O)C2CC3CCC2C3,Inactive,0,,,113.13,205
770,49675583,16241897,CCOC(=O)C1=C(SC=C1C2=CC=C(C=C2)C3=CC=CC=C3)NC(=O)CNCCN(C)C.Cl,Inactive,0,,,116.36,205
771,49731795,135584564,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C3=NC4=C(C(=O)N3)N=NN4CC5=CC=C(C=C5)OC,Inactive,0,,,111.52,205
772,17406710,1239374,COC1=CC=C(C=C1)C2=C(N=C(N2)C3=CC4=C(C=C3)OCO4)C5=CC=CC=C5,Inactive,0,,,105.05,205
773,24809067,2223043,CC1=C(C=CO1)C(=O)NNC(=O)C2=CC=CC=C2F,Inactive,0,,,105.05,205
774,17508613,5769288,C1=CC=C2C(=C1)N=C(S2)/C(=C/C3=CC=CO3)/C#N,Inactive,0,,,108.28,205
775,24808973,846498,COC1=CC(=C(C=C1)NC(=S)NC2=CC=CC=C2)OC,Inactive,0,,,106.67,205
776,17510021,5781332,COC1=CC2=C(C=C1)C(=O)/C(=C\C3=CC=CO3)/CC2,Inactive,0,,,103.43,205
777,51090104,16803351,CC1C2=CC(=CC3=C2N(C1=O)CCC3)S(=O)(=O)N4CCCCC4,Inactive,0,,,105.05,205
778,49665155,24761061,CCN1C=C(C2=CC=CC=C21)/C=C/C3=CC=[N+](C=C3)C.[I-],Active,100,,,725.66,205
779,17505139,5331443,C1=CC=C2C=C(C=CC2=C1)/C=N/NC(=S)N,Inactive,0,,,111.52,205
780,49665039,24761059,CN1C=C(C2=C1C=CC(=C2)Cl)/C=C/C3=CC=[N+](C=C3)C.[I-],Active,100,,,735.35,205
781,17504616,5766943,C1=CC(=CN=C1)CNC(=O)/C(=C\C2=CC=C(O2)CNC(=O)C(=O)NC3=CC(=CC(=C3)Cl)Cl)/C#N,Inactive,0,,,105.05,205
782,26657412,11948965,CCC1=C(N2C(=O)OC(=NCCC3=CNC4=CC=CC=C43)[C@@]2([C@H]5C1=CC[C@@H]6[C@H]5C(=O)N(C6=O)CC(=O)OC)CC7=CC=CC=C7)OC(=O)N(CC)CC,Inactive,0,,,113.13,205
783,17512463,1418314,CC1=CC(=C(N1C2=C(C3=C(S2)CCCC3)C#N)C)/C=C/4\C(=O)NC(=O)N(C4=O)C5=CC=C(C=C5)Cl,Inactive,0,,,108.28,205
784,17512998,12005680,C1CC2=[N+](C=C(N2C1)C3=CC(=C(C=C3)Cl)Cl)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64.[Cl-],Inactive,0,,,105.05,205
785,49825309,24818879,CC1=CC(=NO1)C(=O)NC2CC(CC3=C2C=NN3C4=CC=C(C=C4)F)(C)C,Inactive,0,,,103.43,205
786,17507124,3108518,CC(C)(C)NC(=O)C(=O)NNC(=O)COC1=CC=CC=C1,Inactive,0,,,100.2,205
787,50085839,4363980,C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC3=C(C=C2)N=CN3,Inactive,0,,,105.05,205
788,17507143,856003,C1=CC=C(C=C1)C2=NN(C(=N2)C3=CC=CC=C3)CC4=CC=C(C=C4)Cl,Inactive,0,,,101.82,205
789,24795174,5741350,CC1=CC=C(C=C1)/C=C\C2=NC=CC3=C2NC4=CC=CC=C34,Inactive,0,,,108.28,205
790,87340594,1220321,COC1=CC(=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCN4CCOCC4)OC,Inactive,0,,,85.66,205
791,7973728,2298826,CCCCOC(=O)C1=CC=C(C=C1)NC(=O)C,Inactive,0,,,103.43,205
792,4240544,3235640,CCCSC1=NC(=C(C=C1C#N)C2=CSC(=N2)C(=C3CCCC3)C#N)C,Inactive,0,,,108.28,205
793,26657419,11948968,CCC1=C(N2C(=O)OC(=NCCC3=CNC4=CC=CC=C43)[C@@]2([C@H]5C1=CC[C@@H]6[C@H]5C(=O)N(C6=O)C)CC7=CC=CC=C7)OC(=O)N(CC)CC,Inactive,0,,,111.52,205
794,14742829,1814043,CCN(CC)C1=CC=C(C=C1)/C=C/2\C(=O)N3C(=NN=C3S2)C4=CC=CC=C4C,Active,10,,,214.95,205
795,17508709,5760474,C1=COC(=C1)C(=O)NC2=CC=C(C=C2)C(=O)/C=C/C3=CC=C(C=C3)Br,Inactive,0,,,106.67,205
796,22405410,4668300,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=NC=CS4,Inactive,0,,,103.43,205
797,49822957,4911651,CN(C)C1=CC=C(C=C1)N2C3CS(=O)(=O)CC3SC2=NC(=O)CCC4=CC=CC=C4,Inactive,0,,,121.21,205
798,17515293,12005987,COC1=CC(=C(C=C1)NC(=O)CN2C=C(C3=CC=CC=C32)S(=O)(=O)CC4=CC=CC=C4)OC,Inactive,0,,,105.05,205
799,49718765,16011062,CCC1=CC=C(C=C1)NC(=O)CN2C(=O)C3=CC4=CC=CC=C4N3C=N2,Inactive,0,,,105.05,205
800,22414664,4461938,CCSC1=NC(=NC(=C1)N2CCOCC2)C3=CC=CC=C3,Inactive,0,,,103.43,205
801,17516862,4884153,CC1CCCCC12C(=O)N(C(=O)N2)CC(=O)NC3CCCC4=CC=CC=C34,Inactive,0,,,98.59,205
802,22408102,3976638,CN1C(=NN=C1SC(C2=CC=CC=C2)C(=O)C3=CNC4=CC=CC=C43)C5=CC(=CC=C5)OC,Inactive,0,,,103.43,205
803,7970917,5310345,CCOC1=CC=CC(=C1O)C2=NC(=C3C(=N2)N(C(=O)N3)C4=CC(=CC=C4)Cl)C(=O)N,Inactive,0,,,105.05,205
804,17512318,1931033,C=CCN1C(=O)/C(=C\C2=CC3=C4C(=C2)CCCN4CCC3)/C(=O)NC1=O,Inactive,0,,,117.98,205
805,14738546,4448641,CCOC1=C(C=CC(=C1)C2C3=C(CCCC3=O)NC4=NC(=NN24)C(=O)OC)OC,Inactive,0,,,103.43,205
806,26727370,2740743,CC1=CC(=C(S1)C)C2CC(=O)NC3=CC=CC=C3S2,Inactive,0,,,96.97,205
807,22414541,7312501,CCNS(=O)(=O)C1=CC2=C(CCN2)C=C1,Inactive,0,,,105.05,205
808,26667156,929487,CC1=CC=CC=C1OCC(=O)NC2=NN=C(S2)C3CCCCC3,Inactive,0,,,101.82,205
809,4251155,3244877,C1CN(CCN1CCOCCO)CC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,Inactive,0,,,105.05,205
810,26666066,5804696,C1=CSC(=C1)CC(=O)O/N=C(/C2=CC=C(C=C2)Cl)\N,Inactive,0,,,105.05,205
811,26659996,3717675,C1CC2=C(C(=NCCO)C1)NC3=C2C=C(C=C3)Cl,Inactive,0,,,100.2,205
812,26725785,881048,C1=CC=C(C(=C1)NC(=O)NC2=NN=C(S2)C3=CC=C(C=C3)F)F,Inactive,0,,,101.82,205
813,49826962,1122173,CC1=CC(=CC(=C1)NC(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CO3)C,Inactive,0,,,105.05,205
814,26663687,2045736,C1=CC(=CN=C1)C(=O)NN2C(=O)/C(=C/C3=CC=CS3)/SC2=S,Inactive,0,,,105.05,205
815,7972698,1147639,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)S(=O)(=O)CC4=CC=CC=C4,Inactive,0,,,103.43,205
816,85270453,16294523,C1=CC=C2C(=C1)C(=O)N(C=N2)CC(=O)OCC(=O)NNC(=O)C3=CC=C(C=C3)Br,Inactive,0,,,105.05,205
817,85201190,44202274,COC1=CC=C(C=C1)C2=C(C3=CC=CC=C3S2)C4=CC=C(C=C4)OCCN5CCOCC5,Inactive,0,,,108.28,205
818,49826326,713688,C1=CC=C(C(=C1)C(=O)NC(=S)NC2=CC3=C(C=C2)NC(=O)N3)F,Inactive,0,,,105.05,205
819,24811959,4112671,C1CCC(=CC1)CCNC(=O)C2CCC(CC2)CNC3=NC(=S)NC4=CC=CC=C43,Inactive,0,,,114.75,205
820,51086479,16825540,COC1=C(C=C(C=C1)S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCC3=CC=C(C=C3)F)OC,Inactive,0,,,108.28,205
821,85200893,44202013,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@@H]1CN(C)C(=O)NC4=CC=C(C=C4)F)[C@@H](C)CO,Inactive,0,,,109.9,205
822,24786827,1207572,C1=CC2=C(C=C1NC(=S)NC(=O)C3=CC(=CN=C3)Br)NC(=O)N2,Inactive,0,,,103.43,205
823,49718437,8189723,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)N3C=NN=N3,Inactive,0,,,103.43,205
824,3713643,2998487,C1CCN(C1)C2=NC3=CC=CC=C3N=C2C(C#N)C(=O)NCC4=CC=CC=C4,Inactive,0,,,101.82,205
825,17412908,700599,C1=CC=C(C=C1)CCNC(=O)/C=C/C2=CC=CC=C2Cl,Inactive,0,,,101.82,205
826,17401167,3708052,CC1=C(N=C(S1)N2C(=O)C3C4CCC(C3C2=O)C4=C(C)C)C5=CC=C(C=C5)C(C)C,Inactive,0,,,105.05,205
827,22411761,15945520,CCC(C)NC(=O)C1=CC=C(C=C1)CSC2=NC3=C(N2CC4=CC=C(C=C4)F)C=NC=C3,Inactive,0,,,105.05,205
828,57267756,4840984,CC1=CC(=CC(=C1)NC(=O)C(C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)O)C,Inactive,0,,,103.43,205
829,14732900,4002880,CC(=O)C1=C(NC(=NC1=S)C2=CC=CC=C2)N3CCN(CC3)C,Inactive,0,,,103.43,205
830,57255801,4829003,COC1=CC=CC=C1NC(=O)COC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N3CCCC3,Inactive,0,,,100.2,205
831,864836,666084,CC1=CC=C(C=C1)NC2=NC(N3C(=O)C=C(N=C3N2)C)C4=CC=C(C=C4)OC,Inactive,0,,,98.59,205
832,26665075,394579,CC(C)(C)C1=CC(=C(C=C1)OCCOC2=C(C=C(C=C2)C(C)(C)C)NC=O)NC=O,Inactive,0,,,108.28,205
