smiles,new_category
CC1=C(N2C(=CC(=N2)C3=CC(=CC=C3)Cl)N=C1C)N4CCN(CC4)C(=O)C5=CC=CO5,0.0
CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,0.0
C1C=CCC(C1C(=O)NC2=CC=CC=C2C(=O)NC3=CC(=C(C=C3)Cl)Cl)C(=O)O,0.0
C1=CC=C2C(=C1)C=CC=C2CC3=NN=C(N3N)SCN4C(=O)C5=CC=CC=C5N=N4,0.0
COC1=C(C=C(C=C1)CCNC2=NC(=CS2)C3=CN=CC=C3)OC,0.0
CC1=NC2=NC=NN2C(=C1)N3CCN(CC3)C4=NC5=CC=CC=C5S4,0.0
CC1=C(OC2=CC=CC=C12)C(=O)NCC3=CC=CS3,0.0
CCOC1=CC=C(C=C1)CNCCNC(=O)C2=NON=C2N.Cl,0.0
COC1=CC=CC=C1NC(=O)C2CC(=O)OC2C3=CC=CC=C3,1.0
CC1C(=O)N(C2=CC=CC=C2O1)CC(=O)NCC3=CC=CS3,0.0
CC1=C(C=CC=C1NC(=S)NC(=O)C2=C(C3=CC=CC=C3S2)Cl)C(=O)O,0.0
C1CCC(CC1)N2CCCC2=O,0.0
C1=CC(=CN=C1)CNC2=C3C=NN(C3=NC=N2)CC4=CC=C(C=C4)Cl,0.0
CC1=NN=C(S1)CSC2=NC(=NC(=N2)NC3=CC=C(C=C3)OC)N,0.0
CCN1CCN(CC1)C(C2=CC=CC=C2OC)C3=NN=NN3C4CCCCC4.Cl,0.0
CCOC1=CC=C(C=C1)N2C(=O)C3=C(CCS3)N=C2SCC(=O)NCC4=CC=CO4,0.0
CN(C)CCN1C2=C(CCCC2)C(=NC1=O)SCC(=O)NC3=CC(=CC=C3)OC,0.0
CC(=O)c1ccc2ccc3cccc4ccc1c2c34,1.0
CCCN1CC2=C(C1=O)C(=CC=C2)C(=O)NC3=CC=C(C=C3)CC,0.0
CCCCN1CCNC[C@@H]1C2=CC=CC=C2,0.0
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)COC3=CC=CC=C3Cl,0.0
C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)CC3=CC=CC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)OC)[C@H](C)CO,0.0
CN1CC(CC1=O)C(=O)NC2=CC(=C(C=C2)F)Cl,0.0
C1=CC=C(C(=C1)C(=O)NCC2=CC=CO2)NC(=O)C3=CC=CO3,0.0
CC1=CC=C(C=C1)CN2C3=CC=CC=C3C(=O)N(C2=O)CC4=CC=CO4,0.0
CC(C)(C)S(=O)N1CC2=CC(=NC(=C2[C@H]1CCO)C3=CC=CC(=C3)C4=CC5=CC=CC=C5O4)C(=O)NCCOC,0.0
CN1C(=CC=N1)C(=O)N2CCCC(C2)C(=O)C3=CC(=C(C=C3)OC)OC,0.0
CCOC(=O)CNC(=O)CN1C=NC2=C(C1=O)C=C(C=C2)S(=O)(=O)N3CCC(CC3)C,1.0
CC1=CC=C(C=C1)S(=O)(=O)NC(=NCCC2=CC=C(C=C2)Cl)N,0.0
CCOC1=CC=C(C=C1)OCC2=CC=C(O2)C(=O)NC3=CC=CC(=N3)C,0.0
C1CC1C(=O)NC2=CC=C(C=C2)C(=O)N,1.0
COC1=CC=C(C=C1)NC(=O)CCN2C(=O)C3=CC=CC=C3S2(=O)=O,1.0
COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C,1.0
CCC1COC(=O)O1,0.0
CC(C)CC1=NN=C(S1)NC(=O)C2=CC=NC=C2,0.0
CC1=CC(=CC=C1)OCC(CN2C=NC3=CC=CC=C32)OC(=O)C.Cl,0.0
CC1=C(C(=NN1)C)S(=O)(=O)N2CCCC(C2)C(=O)NCC3=CC=CC=C3Cl,1.0
CC1CCCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=NCCS3)OC,0.0
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,0.0
CCNC(=O)/C(=C/C1=C(N=C2C(=CC=CN2C1=O)C)N3CCN(CC3)C)/C#N,0.0
CC1=C(N=NN1C2=NC(=NC(=N2)N(C3=CC=CC=C3)C4=CC=CC=C4)N5CCCC5)C(=O)C,0.0
CC1=C(C=CC(=C1)Cl)NC(=O)CSC2=NN=C(N2CC3=CC=CO3)C4=CC=NC=C4,0.0
CC(C)(C)C(=O)NCC1=C(C=CC=C1N(C)C)N(C)C,0.0
COC1=CC=C(C=C1)CNC(=O)CCCCCN2C(=O)C3=CC4=C(C=C3N=C2SCC#N)OCO4,1.0
CCOC1=C(C=C2C(=C1)N=C3C4=CC=CC=C4N(C3=N2)C)OCC,0.0
CC1=C(C=CO1)C(=O)NCC2=CC(=CC=C2)CNC(=O)C3=C(OC=C3)C,0.0
CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)N3CCN(CC3)CC4=CC=CC=C4,1.0
CN1C(=O)C=C(N1)CSC2=CC=C(C=C2)Cl,0.0
CCC(=O)OC1CN2C3=CC=CC=C3N=C2SC1,0.0
COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,0.0
CCC(C)OC1C(C(C(C(O1)CO)O)O)NC(=O)C,0.0
CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)N(CC2=CC=CO2)CC(=O)NC3CCCCC3,0.0
C1=CC=C2C(=C1)C(=NN(C2=O)CC(=O)C3=C(C=CC(=C3)F)F)C(=O)O,0.0
CS(=O)(=O)N1CCN(CC1)CC(=O)NC2CCCCC2,0.0
CC1=NN(C=C1/C=C(/C#N)\C(=O)N)C,0.0
CC1=C(NC(=C1C(=O)C)C)C(=O)COC(=O)CNS(=O)(=O)C2=CC=CC=C2,0.0
C1CC2C(=O)N(C3=C(N2C1)C=CC(=C3)S(=O)(=O)N4CCOCC4)CC#N,1.0
C/C(=N\OCC(=O)N/N=C/C1=CC=C(C=C1)OC)/C2=CC=CS2,1.0
CC1=C(OC2=C1C=C(C=C2)S(=O)(=O)N3CCC4(CC3)OCCO4)C(=O)NC5=CC=C(C=C5)OC,0.0
CC1=C(C(=NN1C2=CC=CC=C2)C)C3=NNC(=C3)C(=O)N/N=C/C4=CN=CC=C4,0.0
CCC(C1=CC=CC=C1)C(=O)OCC(=O)C2=CC3=C(C=C2)OCC(=O)N3,0.0
CC1=C(C=CC(=C1)Cl)OCC(=O)NNC(=O)C2=CNC(=O)C=C2,0.0
CN1C(=NN=C1SCC(=O)NC2=CC=C(C=C2)F)CN3C4=CC=CC=C4SC3=O,0.0
C1COC2=C(O1)C=CC(=C2)S(=O)(=O)NCC3=CC=CC=C3,0.0
CC(C)(C)C1=NC2=C(C(=N1)N3CCN(CC3)C(=O)C4=CC=CO4)N=NN2CC5=CC=CC=C5Cl,0.0
CCS(=O)(=O)N1CCN(CC1)CC2CC3CC2C=C3,0.0
COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,1.0
CCCC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC3=C(C=C2)OCCO3,0.0
CCCCn1c2ccc(-c3ccc4ccccc4c3)cc2c2ccc3c4cc(-c5ccc6ccccc6c5)ccc4n(CCCC)c3c21,1.0
C1=CN(C=C1)C2=CC=C(C=C2)NS(=O)(=O)C3=CC(=C(C=C3)Cl)Cl,0.0
C1=CN(C(=O)N=C1N)C2=C(C=C(C=N2)C(F)(F)F)Cl,0.0
C1CCN(C1)C(=S)C2=CC=CC=C2OCC3=CC=C(C=C3)F,0.0
CC(C)N1C2=C(NC1=S)N(C(=O)NC2=O)C,0.0
CCOC1=C(C=C(C=C1)C(C2=C(NNC2=O)C)C3=C(NNC3=O)C)OC,0.0
CSC1=NN=C(N1N)C2=CC=CC=C2Cl,0.0
CCC1=CC=C(C=C1)OCC(=O)NNCC(=O)NC2=CC=C(C=C2)OC,0.0
CCCCCOC(=O)NCCOC(=O)NC1=CC=C(C=C1)C(=O)OCC,0.0
C[C@H]1C(=O)N(CCN1CC2=C(OC(=N2)C3=CC(=C(C=C3)F)OC)C)CC(C)C,0.0
CCN(CC)CCSC1=NC2=CC=CC=C2C(=S)N1C3=CC=CC=C3.Cl,0.0
CCOC1=CC=C(C=C1)NC(=O)CSC2=NN=C(O2)COC3=C(C=CC=C3C)C,0.0
CC1=NC2=CC=CC=C2C(=C1)CNC(=O)C3=CC(=C(C=C3)OC)OC,0.0
CN(C)/C=C/1\C(=O)C2=CC=CC=C2S1,0.0
COC1=CC=C(C=C1)C2=CN=NC(=N2)N/N=C/C3=CC(=C(C=C3)OC)OC,0.0
C=CCN1C(=NN=C1SCC(=O)NC2=C(N=CC=C2)Cl)C3=CC=CC=C3F,0.0
CC1CC2=C(O1)C=CC(=C2)/C(=C/3\C(N(C(=O)C3=O)CCCN4CCOCC4)C5=CC(=C(C=C5)OC)OC)/O,0.0
C1=CC=C(C(=C1)/C=C(\C(=O)O)/SC2=NN=C(O2)C3=CC=C(C=C3)F)OC(F)F,0.0
C1C2C(=NOC2(CN1CC3=CC=CC=C3)C(=O)NCC4=CC=C(C=C4)OC(F)(F)F)C5=CC(=CC=C5)[N+](=O)[O-],0.0
CC1=CC(=NN1)NC(=S)NC2=CC=CC3=CC=CC=C32,0.0
COCCCNC(=O)C1=CC2=C(C=C1)N(C=N2)C3=CC=CC=C3OC,0.0
CC1=CC=C(N1N2C=NC3=C(C2=O)C(=C(S3)C)C)C,0.0
C1C2CC3CC1CC(C2)(C3)CC(=O)NCC(=O)NC4=CC(=CC=C4)S(=O)(=O)N,0.0
C1CCN(CC1)C2=NN(N=C2C#N)C3=CC=CC=C3,0.0
CC#CCC1=CC2=CC=CC=C2C(=O)O1,0.0
CC1=NN(C(=C1C2C(=C(OC3=C2C(=O)OC4=CC=CC=C43)N)C#N)Cl)C5=CC=CC=C5,0.0
CCOC(=O)OCC1C(CCC(O1)CCC2=CC=CC=C2)OC3=CC=C(C=C3)OC,0.0
CC1=CC(=C(C(=C1)C)NC(=O)CS(=O)CC(=O)NCC2CCCO2)C,0.0
CC(=O)C1=C2C=CC=C(C2=C(C=C1)N(C)C)N(C)C,0.0
C1CCC(CC1)C2=NC3=C(C(=O)C4=CC=CC=C4O3)C(=O)N2CC5=CC=CO5,0.0
CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C,0.0
CC1=CC(=CC=C1)CSC2=C(C=C3CCCC3=N2)C#N,0.0
CC1(C2=C(C3=C(N1)C=CC(=C3)O)C(=S)SS2)C,0.0
CC1=CC=C(C=C1)/C(=C\2/C(N(C(=O)C2=O)CCCOC)C3=CC=CC=C3)/O,0.0
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(N4C(=NC=N4)N3)C5=CC=CO5,1.0
C1=CC=C2C(=C1)C(=C(N2)O)N=NS(=O)(=O)C3=CC=C(C=C3)C(=O)O,0.0
CN1CCN(CC1)NS(=O)(=O)C2=CC=C(C=C2)Cl,0.0
CC1=CC(=C(C=C1)C)OCCCC(=O)NC2=CC=C(C=C2)N3CCOCC3,0.0
CC(=O)C1=CC(=CC=C1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=CS3,1.0
CCCCN(CC)CCCNC(=O)CS(=O)(=O)CC1=C(OC(=N1)C2=CC(=CC=C2)OC)C,0.0
CC(=O)NN1C(=O)C2=C(C=C(C=C2)C(=O)OC)NC1=S,0.0
CCN(C1CCS(=O)(=O)C1)C(=O)COC2=C3C(=CSC3=NC=N2)C4=CC=C(C=C4)F,0.0
CC1=NN2C(=C(N=C2NC1=O)C3=CC=CC=C3)C4=CC=CC=C4,0.0
COC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)N3CCCCC3,0.0
CC(C)CC(C1=NN=NN1CC2=CC=CS2)N3CCN(CC3)C4=NC5=CC=CC=C5S4,1.0
CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)N=C3N(C4=CC=CC=C4S3)C,0.0
CS(=O)(=O)NC1=CC=C(C=C1)CC2=CC=C(C=C2)NS(=O)(=O)C,0.0
COC1=CC=CC=C1C2=NOC(=N2)C3=CC(=CC(=C3)OC)OC,0.0
C1CCN(CC1)C(=O)[C@H]2CCC(=O)N2,0.0
CCN(C1CCS(=O)(=O)C1)C(=O)CN2C=NC3=C(C2=O)C=CC(=C3)[N+](=O)[O-],0.0
CS(=O)(=O)C1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CNC(=O)C=C3,0.0
CC1=CC2=C(C=C1)N=C(N2)/C(=C\C3=CC=C(C=C3)OC4=NC=C(C=C4)[N+](=O)[O-])/C#N,0.0
C1=CC=C(C=C1)CNC(=O)CN2C=NC3=C(C2=O)C=CC(=C3)[N+](=O)[O-],0.0
C1=CC(=C(C=C1F)F)C(=O)C2=CNC(=C2)C(=O)C(Cl)(Cl)Cl,0.0
CC1=CC=C(C=C1)SCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3C(=O)NC(C)C,0.0
C1=CC(=C(C=C1O)O)/C=N/NC(=O)C2=CC=NC=C2,0.0
C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC4=C(C=C3)C(=O)N(C(=S)N4)CC5=CC=CO5,0.0
C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC4=C(C=C3)C(=O)N(C(=S)N4)CC5=CC=CO5,0.0
CC1=C(C=CC(=C1)C(=O)O)C2=CC=C(O2)/C=C\3/C(=O)N(C(=O)S3)CC#C,0.0
COC1=CC=CC=C1C(=O)NCCCN2CCCC2=O,0.0
CCN(CC1=CC=CC=C1)C(C2=CC3=C(C=CC(=C3)C)NC2=O)C4=NN=NN4CCOC,0.0
CCC(C)(C)N1C(=NN=N1)C(C2=CC(=C(C=C2)OC)OC)N3CCN(CC3)C4=CC=C(C=C4)OC.Cl,0.0
C1=CC=C2C(=C1)C=CC=C2C3=NN=C(O3)C4=CC(=C(C=C4)Cl)Cl,0.0
COC1=CC=CC=C1NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)C3=CN=CC=C3)N4CCCCC4,0.0
CC(C(=O)NC1=CC(=CC=C1)N(C)S(=O)(=O)C)SC2=CC=CC=C2,0.0
CCOC(=O)N1CCN(CC1)C(=O)NC2=CC=C(C=C2)Cl,0.0
CN1C(=O)C2=C(N3C1=NN=C3SCC4=CC=CC=C4)SC5=C2CCCC5,0.0
CC(C)OP(=O)(C(C1=CC=CC=C1C(F)(F)F)NC2=CC=CC=C2)OC(C)C,0.0
CC1=NOC(=C1)C(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,0.0
CCC(=O)N=C1C=CN(C=C1)C2=NC3=CC=CC=C3NC2=C(C#N)C#N,0.0
C1OC2=C(O1)C=C(C=C2)CNC(=O)C3=CC=C(O3)CS(=O)CC4=CC=C(C=C4)Cl,0.0
COCCCNC(=O)C1CCN(CC1)C(=O)NC2=CC=C(C=C2)Cl,1.0
C1CCC(CC1)C2=CC=C(C=C2)C(=O)COC(=O)C3=NC=CN=C3,0.0
C1=CC=C(C(=C1)C2=NC(=NO2)C3=NON=C3N)Br,0.0
CC(C)CN1C(=CN=C1SCC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl,0.0
COC1=CC(=CC(=C1OC)OC)/C=C(/C2=NC3=CC=CC=C3N2)\C(=O)OC.Cl,0.0
CCOC(=O)C1=CC=CC=C1NC(=O)CSC2=NC=C(C(=N2)N)C(=O)OCC,0.0
CC1=CC=C(C=C1)OCN2C3=CC=CC=C3SC2=O,0.0
C1CC2=[N+](ON=C2C3=C1N(C(=N3)C4=CC=CC=C4)OCC5=CC=CC=C5)[O-],0.0
CN(C)C1=NC=NC2=C1C=C(C=C2)C3=CC(=CC=C3)OC,0.0
CC1=NC2=C(C=CC=C2OC(=O)N(C)C3=CC=CC=C3)C=C1,0.0
C1CCC2(CC1)CC3=CC=CC=C3C4=C2C(=O)NC(=N4)CN5CCCCC5,1.0
CC1=CC=C(C=C1)C2C=C(NC3=NC=NN23)C4=CC(=CC=C4)OC,0.0
C1CCN(C1)C(=O)C2=NOC(=C2)C3=CC=C(C=C3)F,0.0
C1CC(OC1)CNCC2=C(C=CC(=C2)Br)OCC3=CC=CC=C3F.Cl,0.0
CCOC(=O)C(C)ON1C(=O)C2=CC=CC=C2N=C1N3C(=CC(=N3)C)C,0.0
CC(=O)NCC1=CC(=C(C=C1)OC(=O)OCC2=CC(=C(C=C2[N+](=O)[O-])OC)OC)OC,0.0
C1=CC=C(C=C1)C2=NC(=CS2)C(=O)NN,0.0
CC1=CC(=C(C=C1)C2=NC3=C(O2)C=CC(=C3)N)C,1.0
CN(C)CCCN1c2ccccc2Sc2ccccc21,1.0
COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C34CC5CC(C3)CC(C5)C4,0.0
CC1=NN=C(S1)NC(=O)C2=CC=CC=C2F,0.0
CN1C2=CC=CC=C2C(=O)C(=C1NC(=O)C3=CC=C(C=C3)OC)C4=CC=CS4,0.0
CC1=CC(=C(C=C1)O)N,0.0
CN(CC1=CC=CC=C1)C(=O)COC(=O)/C=C/C2=CC=CO2,0.0
CC1=CN=C(S1)NC(=O)CC2=COC3=C2C=CC(=C3)OC,0.0
CC1=CC=C(C=C1)NC(=O)CSC2=NC3=CC=CC=C3C4=NC5=CC=CC=C5N42,0.0
C1COCCN1C2=CC=C(O2)/C=C/3\C(=O)NC(=O)N3,0.0
CC(C(F)(F)F)(C(F)(F)F)NC(=O)NC1=CC(=C(C(=C1)OC)OC)OC,0.0
CC1=NC2=CC(=C(C=C2S1)SC)OC,0.0
CCOC1=C(C=CC(=C1)S(=O)(=O)NCC2=CC=NC=C2)Cl,0.0
CCCCCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CN3CCN(CC3)CCO,0.0
CC1=CC(=CC=C1)NC2=C(C(=C(C(=C2F)OC)F)F)C(=O)O,0.0
C1=CC=C2C(=C1)C(=CN2CCOC3=CC=C(C=C3)F)C#N,0.0
[Na+].[Br-],0.0
CC1=CC=C(C=C1)N2C(=O)[C@H]3[C@@H](C2=O)NN=C3C(=O)CCN4C(=O)C5=CC=CC=C5C4=O,0.0
CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4,0.0
CC1=C(N=C(N=N1)SC)/C=C/NC2=C(C=C(C=C2)F)F,0.0
CC1=CC2=NC(=C(N2C=C1)NC(C)(C)C)C3=CC=CS3,0.0
COC1=C(C=C\2C(=C1)COC(=O)/C2=C\C3=CC=C(C=C3)Cl)OC,0.0
CC1=CC(=CC=C1)N(CC(=O)NC2CCCC2)C(=O)CN3N=C(N=N3)C4=CC(=C(C=C4)OC)OC,0.0
CC1=CC=C(C=C1)N2C(=C(C(=N2)C)C3C(=C(OC4=C3C(=O)CCC4)N)C#N)Cl,0.0
COC(=O)C1=CC2=C(C=C1)C(=O)N(C(=N2)SCC(=O)NC3=CC=CC=C3Cl)CC4=CC=CO4,0.0
COc1cc(-c2cnc(-c3cnc4ccccc4c3)o2)cc(OC)c1OC,1.0
CN1C2=C(C=C(C=C2)NS(=O)(=O)C3=CC=CC=C3)N=C1CN4CCCC4,0.0
C[C@@H]1CN(C(=O)C2=C(N=CC(=C2)C#CC3=CC(=CC=C3)F)O[C@H]1CN(C)C(=O)C4CCCCC4)[C@@H](C)CO,0.0
CCCC1=C(C2=NC3=CC=CC=C3N2C(=C1)NCCN4CCOCC4)C#N,0.0
C1=CC=C(C=C1)OCCCC(=O)NC2=NC=CC=N2,0.0
CC1=C(C=CC(=C1)C(C)(C)C)NC(=O)CC(C)(C)CC(=O)O,0.0
CC1=NC(=CC(=O)N1)CN2CCC(CC2)C3=CC=CC=C3,0.0
CC(C)OC(=O)CSC1=NN=C(N1C2=CC=CC=C2)C3=NC=CN=C3,0.0
CC1=CC(=NC2=C1C(=O)OC3=CC=CC=C32)NC(=O)C4=CC=C(C=C4)S(=O)(=O)N5CCOCC5,0.0
CC1=CC(=CC=C1)N2C(=CC(=N2)C)N,0.0
CCOC(=O)NC1=CC2=C(C=C1)C(=CC(=O)O2)CN3C(=O)C4(CCCC4)NC3=O,1.0
CC1=C(C=CC2=C1OC(=O)C3=C2CCCC3)OCC(=O)N4CCN(CC4)C5=CC=CC=C5,0.0
C1N(C2=NC3=CC=CC=C3N=C2N1S(=O)(=O)C4=CC=C(C=C4)F)CC5=CC=CO5,0.0
CC1CN(CC(O1)C)C(=O)COC(=O)C2=CC=CS2,1.0
CCN1C(=NN=C1SCC(=O)NC2=NC(=CS2)C3=CC=CC=C3)C4=CC=CC=C4,0.0
C1=CC=C(C=C1)COC(=O)CN(C(=O)C2=CC=CC=C2)C(=O)C3=CC=CC=C3,0.0
CC1=CC=CC=C1N2C(=C3CSCC3=N2)NC(=O)C4=CC=C(C=C4)S(=O)(=O)N(C)C,0.0
C1=CC(=CC=C1CC(=O)NC2=NC=C(S2)[N+](=O)[O-])Cl,0.0
C1CCC(CC1)C2=NN=C(S2)NC(=O)CCC(=O)N3CCCC3,0.0
CC1=CSC(=N1)N2CCC3=CC=CC=C32,0.0
CCCCC(CC)CNC(=O)C1=C(C(=C(N1)C)C(=O)C)C,0.0
CN1CCCC(C1)OC(=O)C2=CC3=C(C=C2)OCCO3.Cl,0.0
CCCC(=O)OCC(=O)NC1=CC(=NN1C2=CC=CC=C2)C(C)(C)C,0.0
CC1=CC(=C(C=C1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCNC(=O)C3=CC=C(C=C3)Br,0.0
CC1=CC(=C(C=C1)C(C)C)OCC(=O)C2=C(C(=C(N2)C)C(=O)C)C,0.0
C1=CC=C(C=C1)OCCSC2=NNC(=N2)N,0.0
CN(C1=NN=C(S1)C2CCOC2)C(=O)C3=CC=CC(=C3)C#N,0.0
COC1=CC=C(C=C1)C2CC(NC3=NC(=NN23)N)C4=CC=C(C=C4)Br,0.0
COC1=CC=CC=C1NC2=NC(=NC(=N2)N)CN3CCN(CC3)C4=CC=CC=C4,0.0
CC(C)(C)C(=O)/C(=C\1/N(C(=O)/C(=C/C2=CC=NC=C2)/S1)CCCN3CCOCC3)/C#N,0.0
CCCCNC(=O)CCN1C(=O)C=CC(=N1)C2=CC=C(C=C2)Cl,0.0
CC1=CC(=C(C=C1)C)OCCCN2CCCC2.C(=O)(C(=O)O)O,0.0
CCCCCCNC(=O)CC(C(C)C)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C,0.0
CN(C)CC1=CC=CC=C1SC2=CC=C(C=C2)Br,0.0
COC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC=C(C=C3)C(=O)O)C4=CC=CS4,0.0
CC(=O)NC1=NC2=CC=CC=C2N1CCOC3=CC=CC=C3Cl,0.0
C1=CC(=CC(=C1)Cl)NC(=O)CCNS(=O)(=O)C2=C(N=CC(=C2)Br)N,0.0
C1CNC(=NC1)C2=CC=CC=C2,0.0
CCOC(=O)CC1=C(N=C2C=C(NN2C1=O)C3=CC=C(C=C3)C)C,0.0
CCOC(=O)C1=CC=C(C=C1)OCC(=O)C2=C(C=C(C=C2)O)O,0.0
C1CC2=C(C=C(C(=O)N2C3=CC=CC=C3)C(=O)NCC4=CC=CO4)C(=O)C1,0.0
C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CC5=CC=C(C=C5)F,0.0
CC1=CC(=NC(=N1)N2CCC(CC2)C(=O)NC(C)C)C3=CC=CC=C3,0.0
C1=CC=C(C=C1)C(=O)NN2C(=O)C3=C(C=CS3)N=C2SCC(=O)NC4=NC=CS4,0.0
CCC1=C(C(=NC2=CC=CC=C2N1)NC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCCC4)C(=O)OCC,0.0
CN1C2=C(C(=O)NC1=O)N(C(=N2)SCCOC)CC=C,0.0
CCOC1=CC2=C(C=C1)N(C(C=C2C)(C)C)S(=O)(=O)C3=CC=C(C=C3)F,0.0
CCC1=CC=C(C=C1)N2C(=O)C3C(N(OC3C2=O)C4=CC=CC=C4)C5=CC=CO5,0.0
CC1=CN=C(C=N1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C(F)(F)F,0.0
C1=CC=C2C(=C1)C(=O)N(N=N2)CC3=CC=CC=N3,0.0
C1CN(CCC1C(=O)NCC2=CC=CO2)S(=O)(=O)N3CCC4(CC3)OCCO4,0.0
C1=CC=C(C=C1)/C=C/CSC2=NN=C(N2CC3=CC=CO3)C4=CC=CC=N4,0.0
CNC1=NC(=C(S1)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,0.0
C1=COC(=C1)CNC2=NC=NC3=C2C=NN3,0.0
C1COCCN1CCCNC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCO5,0.0
CCN1C(=O)C(N(C1=S)NC(=O)C2=CC=CC=C2)CC(=O)NC,0.0
COC1=CC=CC(=C1)NC(=O)CSC2=NN=C(O2)C3=CC(=NC4=CC=CC=C43)C5=CC=CC=N5,0.0
CCOC(=O)C1=CC=C(C=C1)N2C(=CC(=N2)C)C,0.0
COC1=CC2=C(C=C1)C(C3=C(O2)CCCC3=O)C4=C(CCCC4=O)O,1.0
CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)N2CCCCC2)C3=CC=CC(=C3)C,0.0
CC1=CC(=NC2=C1C(=O)NC(=O)N2CC3=CC=CC=C3)C,0.0
C1COCCN1C2=CC=C(C=C2)NC(=O)C3=CSC(=N3)[C@H]4C[C@@H]([C@H](O4)CO)O,0.0
C1CCC(CC1)NC(=O)CCNC(=O)C2=CC=C(C=C2)[N+](=O)[O-],0.0
COC1=C(C=C(C=C1)CCN2CN(C3=NC4=CC=CC=C4N=C32)S(=O)(=O)C5=CC=CC=C5)OC,0.0
CN1C(=C(C(=O)N(C1=S)C)C=NCCN2CCOCC2)O,0.0
COC1=CC(=C(C=C1)CC2C(=O)N(C(=O)N(C2=O)C3=CC=CC=C3)C4=CC=CC=C4)OC,0.0
CCOC(=O)C1(CCN(CC1)CC2=C(C=C(C=C2)OC)F)CC3CCCCO3,0.0
C1=CC=C(C=C1)OC2=CC=C(C=C2)S(=O)(=O)NCC3=CN4C=CSC4=N3,0.0
CC1=CC(=NO1)C(=O)OCC(=O)N2CC(=O)NC3=CC=CC=C32,0.0
CC1=C(C2=CC=CC=C2C=C1)[N+](=O)[O-],0.0
C1CC(OC1)CNC(=O)CN2C3=CC=CC=C3C(=O)N(C2=O)CC4=CC=CO4,0.0
C1=CC(=CC=C1NC(=O)NCCC2=CC=NC=C2)Cl,0.0
COC1=CC=C(C=C1)C2=NOC(=N2)CN3C(=O)C4=CC=CC=C4C3=O,0.0
CC1=NN=C(N1C(C)C)SCC(=O)NC2CCCC2,0.0
CN1C=C(C=C2C1=NC(=N2)C(F)(F)F)Br,0.0
C1COCCN1C2=NC=C(C=N2)CNC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=C(NC5=O)N)O)O,0.0
C1=CC=C(C=C1)CNC2=CC(=O)OC3=CC=CC=C32,0.0
CCCCNC(=O)C1=CC=CC=C1NS(=O)(=O)C2=CC3=C(C=C2)OCCO3,0.0
CC1=C(C2=CC=CC=C2N1)C(=O)CSC(=S)N(C)C3CCCCC3,0.0
C1=COC(=C1)C(=O)/C=C/C2=CC=C(C=C2)N,0.0
CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)CC4=CC(=CC=C4)OC,0.0
C[C@@]12[C@H](CC(C(=O)N1CCC3=C2NC4=CC=CC=C34)CC(=O)NCC5=CC=CO5)C(=O)N6CCOCC6,0.0
CC1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N3CCN(CC3)C,0.0
